Season,Name,Team,G,PA,HR,R,RBI,SB,BB%,K%,ISO,BABIP,AVG,OBP,SLG,wOBA,wRC+,BsR,Off,Def,WAR,playerid
2003,Mark Mulder,Athletics,26,6,0,0,1,0,0.00%,50.00%,0,0,0,0,0,0,-100,0,-1.7,0.6,-0.1,932
2003,Barry Zito,Athletics,35,6,0,0,0,0,0.00%,16.70%,0,0,0,0,0,0,-100,0,-1.7,0.6,-0.1,944
2001,Dicky Gonzalez,Mets,16,22,0,1,0,0,4.50%,18.20%,0,0.125,0.1,0.143,0.1,0.118,-37,0,-3.9,2.4,-0.1,777
2004,Cal Eldred,Cardinals,52,6,0,0,0,0,0.00%,50.00%,0,0,0,0,0,0,-100,0,-1.7,0.7,-0.1,1653
2002,Mike Bacsik,Mets,11,21,0,0,2,0,0.00%,14.30%,0.056,0.133,0.111,0.111,0.167,0.119,-37,0,-3.6,2.1,-0.1,863
2008,Kyle McClellan,Cardinals,68,6,0,0,0,0,0.00%,66.70%,0,0,0,0,0,0,-100,0,-1.6,0.6,-0.1,4845
2005,John Lackey,Angels,33,6,0,0,0,0,0.00%,16.70%,0,0,0,0,0,0,-100,0,-1.6,0.6,-0.1,1507
2009,Ricky Romero,Blue Jays,29,6,0,0,0,0,0.00%,66.70%,0,0,0,0,0,0,-100,0,-1.7,0.7,-0.1,3403
2009,Scott Richmond,Blue Jays,27,6,0,0,0,0,0.00%,83.30%,0,0,0,0,0,0,-100,0,-1.7,0.7,-0.1,4307
2000,Daniel Garibay,Cubs,30,19,0,1,1,0,0.00%,31.60%,0,0.222,0.133,0.133,0.133,0.12,-43,0,-3.7,2.2,-0.1,1004536
2000,Mike Mussina,Orioles,34,6,0,0,0,0,0.00%,16.70%,0,0,0,0,0,0,-100,0,-1.8,0.7,-0.1,837
2002,Terry Adams,Phillies,46,34,0,0,1,0,8.80%,38.20%,0,0.167,0.08,0.179,0.08,0.139,-25,0,-5.3,3.4,-0.1,946
2000,Hideo Nomo,Tigers,32,6,0,0,0,0,0.00%,33.30%,0,0,0,0,0,0,-100,0,-1.8,0.7,-0.1,666
2005,Mark Mulder,Cardinals,32,67,0,3,3,0,4.50%,37.30%,0,0.237,0.145,0.182,0.145,0.153,-16,0,-9.8,6.8,-0.1,932
2005,Jeremy Bonderman,Tigers,29,6,0,0,0,0,0.00%,33.30%,0,0,0,0,0,0,-100,0,-1.6,0.6,-0.1,1667
2001,Juan Cruz,Cubs,11,18,0,0,1,0,0.00%,27.80%,0,0.182,0.125,0.125,0.125,0.111,-43,0,-3.4,1.9,-0.1,273
2003,Chad Zerbe,Giants,33,6,0,0,0,0,0.00%,33.30%,0,0,0,0,0,0,-100,0,-1.7,0.6,-0.1,1140
2001,Kane Davis,Rockies,57,5,0,0,0,0,0.00%,100.00%,0,0,0,0,0,0,-100,0,-1.5,0.5,-0.1,872
2002,Barry Zito,Athletics,35,6,0,0,0,0,0.00%,50.00%,0,0,0,0,0,0,-100,0,-1.6,0.6,-0.1,944
2002,Dave Coggin,Phillies,38,11,0,0,0,0,9.10%,54.50%,0,0,0,0.111,0,0.078,-66,0,-2.3,1.1,-0.1,951
2008,Franklin Morales,Rockies,5,11,0,1,0,0,0.00%,18.20%,0,0.125,0.1,0.1,0.1,0.09,-69,0,-2.3,1.2,-0.1,5088
2008,Radhames Liz,Orioles,17,6,0,1,0,0,0.00%,50.00%,0,0,0,0,0,0,-100,0,-1.7,0.6,-0.1,5843
2002,Paul Wilson,Devil Rays,30,6,0,0,0,0,0.00%,83.30%,0,0,0,0,0,0,-100,0,-1.6,0.6,-0.1,1234
2007,Mark Buehrle,White Sox,30,6,0,0,0,0,0.00%,66.70%,0,0,0,0,0,0,-100,0,-1.7,0.6,-0.1,225
2005,Ezequiel Astacio,Astros,22,23,0,0,0,0,0.00%,52.20%,0,0.333,0.143,0.143,0.143,0.127,-35,0,-3.9,2.3,-0.1,2169
2000,Tim Hudson,Athletics,33,3,0,0,0,0,0.00%,33.30%,0,0,0,0,0,0,-100,0,-0.9,-0.1,-0.1,921
2007,Felipe Paulino,Astros,5,6,0,0,0,0,0.00%,66.70%,0,0,0,0,0,0,-100,0,-1.7,0.6,-0.1,3777
2004,Roy Halladay,Blue Jays,21,6,0,0,0,0,0.00%,50.00%,0,0,0,0,0,0,-100,0,-1.7,0.7,-0.1,1303
2000,Everett Stull,Brewers,20,10,0,0,0,0,10.00%,90.00%,0,0,0,0.1,0,0.072,-75,0,-2.4,1.2,-0.1,712
2002,Mike Timlin,Cardinals,42,6,0,0,0,0,0.00%,66.70%,0,0,0,0,0,0,-100,0,-1.6,0.6,-0.1,1187
2007,Jason Jennings,Astros,21,30,0,1,1,0,10.00%,26.70%,0,0.111,0.077,0.172,0.077,0.135,-30,0,-5.1,3.2,-0.1,434
2001,Rocky Coppinger,Brewers,8,6,0,0,1,0,0.00%,16.70%,0,0,0,0,0,0,-100,0,-1.7,0.6,-0.1,1002604
2003,Trey Hodges,Braves,52,6,0,0,0,0,0.00%,66.70%,0,0,0,0,0,0,-100,0,-1.7,0.6,-0.1,1608
2009,Jeff Karstens,Pirates,39,26,0,2,0,0,7.70%,46.20%,0,0.1,0.045,0.16,0.045,0.122,-40,0,-4.5,2.8,-0.1,5879
2003,Adam Bernero,- - -,50,6,0,1,0,0,0.00%,33.30%,0,0,0,0,0,0,-100,0,-1.7,0.6,-0.1,460
2005,Josh Towers,Blue Jays,33,6,0,0,0,0,0.00%,33.30%,0,0,0,0,0,0,-100,0,-1.6,0.6,-0.1,1489
2009,Derek Holland,Rangers,33,6,0,0,0,0,0.00%,33.30%,0,0,0,0,0,0,-100,0,-1.7,0.7,-0.1,4141
2008,Odalis Perez,Nationals,31,56,0,4,2,0,0.00%,21.40%,0.038,0.195,0.151,0.151,0.189,0.149,-22,0,-8.6,5.9,-0.1,668
2004,Dennys Reyes,Royals,40,6,0,0,0,0,0.00%,50.00%,0,0,0,0,0,0,-100,0,-1.7,0.7,-0.1,444
2000,Valerio de los Santos,Brewers,66,6,0,0,0,0,0.00%,66.70%,0,0,0,0,0,0,-100,0,-1.8,0.7,-0.1,681
2002,Bronson Arroyo,Pirates,9,6,0,0,0,0,0.00%,16.70%,0,0,0,0,0,0,-100,0,-1.6,0.6,-0.1,978
2003,Octavio Dotel,Astros,76,6,0,0,0,0,0.00%,66.70%,0,0,0,0,0,0,-100,0,-1.7,0.6,-0.1,555
2008,Chris Volstad,Marlins,15,28,0,2,0,0,0.00%,50.00%,0.077,0.25,0.115,0.115,0.192,0.131,-34,0,-4.7,3,-0.1,9901
2003,Ismael Valdez,Rangers,22,6,0,0,0,0,0.00%,0.00%,0,0,0,0,0,0,-100,0,-1.7,0.6,-0.1,1283
2006,Kevin Correia,Giants,48,12,0,1,0,0,0.00%,58.30%,0,0.2,0.083,0.083,0.083,0.074,-73,0,-2.7,1.4,-0.1,1767
2002,Roy Halladay,Blue Jays,34,6,0,0,0,0,0.00%,16.70%,0,0,0,0,0,0,-100,0,-1.7,0.6,-0.1,1303
2000,Scott Williamson,Reds,48,22,0,1,0,0,9.10%,36.40%,0,0.125,0.063,0.167,0.063,0.13,-40,0,-4.2,2.5,-0.1,361
2003,Jeremy Griffiths,Mets,9,11,0,0,0,0,9.10%,27.30%,0,0,0,0.1,0,0.071,-70,0,-2.4,1.2,-0.1,1731
2001,Chris Peters,Expos,13,11,0,1,0,0,0.00%,18.20%,0,0.111,0.091,0.091,0.091,0.081,-69,0,-2.4,1.2,-0.1,1010225
2007,Todd Wellemeyer,Cardinals,20,19,0,1,1,0,0.00%,47.40%,0,0.286,0.125,0.125,0.125,0.112,-44,0,-3.6,2,-0.1,1709
2004,Andy Good,Diamondbacks,17,6,0,0,1,0,0.00%,33.30%,0,0,0,0,0,0,-100,0,-1.7,0.7,-0.1,1690
2004,Joaquin Benoit,Rangers,28,6,0,1,0,0,0.00%,66.70%,0,0,0,0,0,0,-100,0,-1.8,0.7,-0.1,1437
2008,Jon Lieber,Cubs,26,6,0,0,0,0,0.00%,66.70%,0,0,0,0,0,0,-100,0,-1.7,0.6,-0.1,287
2004,Kazuhisa Ishii,Dodgers,31,62,1,7,6,0,1.60%,38.70%,0.055,0.2,0.127,0.143,0.182,0.143,-23,0,-9.8,6.9,-0.1,655
2007,Phil Dumatrait,Reds,6,6,0,0,0,0,0.00%,66.70%,0,0,0,0,0,0,-100,0,-1.7,0.6,-0.1,8598
2008,Tom Gorzelanny,Pirates,21,36,0,2,3,0,5.60%,33.30%,0,0.188,0.107,0.167,0.107,0.137,-29,0,-5.8,3.8,-0.1,6244
2009,Roy Oswalt,Astros,30,66,0,4,2,0,3.00%,12.10%,0,0.146,0.122,0.173,0.122,0.145,-25,0,-10.1,7.2,-0.1,571
2000,Ron Villone,Reds,35,45,0,2,4,0,0.00%,20.00%,0.023,0.206,0.163,0.163,0.186,0.155,-25,0,-7.6,5.2,-0.1,1010
2007,Chris Sampson,Astros,25,34,0,5,0,0,0.00%,29.40%,0,0.25,0.154,0.154,0.154,0.138,-28,0,-5.7,3.7,-0.1,2651
2002,Shawn Sedlacek,Royals,16,6,0,0,0,0,0.00%,66.70%,0,0,0,0,0,0,-100,0,-1.7,0.6,-0.1,1519
2004,Darren Oliver,- - -,28,25,0,0,1,0,0.00%,36.00%,0,0.231,0.136,0.136,0.136,0.121,-36,0,-4.5,2.8,-0.1,206
2006,Dan Haren,Athletics,34,7,0,0,0,0,0.00%,28.60%,0,0,0,0,0,0,-100,0,-2,0.8,-0.1,1757
2009,Ricky Nolasco,Marlins,31,62,0,1,3,0,3.20%,40.30%,0,0.28,0.14,0.173,0.14,0.148,-26,0,-9.6,6.7,-0.1,3830
2008,Kip Wells,Rockies,15,6,0,0,0,0,0.00%,50.00%,0,0,0,0,0,0,-100,0,-1.7,0.6,-0.1,1012
2004,Sterling Hitchcock,Padres,4,7,0,0,0,0,0.00%,57.10%,0,0,0,0,0,0,-100,0,-1.9,0.8,-0.1,824
2000,Jay Witasick,- - -,33,29,0,0,3,0,3.40%,41.40%,0,0.214,0.115,0.148,0.115,0.127,-30,0,-5.3,3.3,-0.1,1138
2007,Micah Bowie,Nationals,30,13,0,0,1,0,0.00%,30.80%,0,0.143,0.091,0.091,0.091,0.081,-62,0,-2.7,1.4,-0.1,1561
2008,Derek Lowe,Dodgers,34,75,0,4,5,0,4.00%,26.70%,0,0.2,0.138,0.176,0.138,0.15,-19,0,-11.3,7.9,-0.1,199
2007,Matt Herges,Rockies,35,6,0,0,0,0,0.00%,83.30%,0,0,0,0,0,0,-100,0,-1.8,0.6,-0.1,780
2009,Pat Misch,Mets,22,17,0,0,0,0,11.80%,29.40%,0,0,0,0.133,0,0.094,-57,0,-3.3,1.8,-0.1,5909
2008,Barry Zito,Giants,32,59,0,1,2,0,6.80%,16.90%,0,0.146,0.118,0.182,0.118,0.149,-22,0,-9.1,6.2,-0.1,944
2002,Kevin Olsen,Marlins,17,12,0,0,0,0,0.00%,58.30%,0,0.2,0.083,0.083,0.083,0.074,-66,0,-2.5,1.2,-0.1,533
2006,Oliver Perez,- - -,23,41,0,0,3,1,4.90%,29.30%,0,0.154,0.105,0.15,0.105,0.124,-38,0.2,-7.2,4.9,-0.1,1514
2008,Jamie Moyer,Phillies,33,70,0,4,1,0,10.00%,27.10%,0.02,0.125,0.078,0.19,0.098,0.154,-20,0,-10.6,7.4,-0.1,1091
2004,Adam Bernero,Rockies,16,6,0,1,0,0,0.00%,50.00%,0,0,0,0,0,0,-100,0,-1.8,0.7,-0.1,460
2006,Pedro Martinez,Mets,23,49,0,2,1,0,4.10%,32.70%,0.026,0.182,0.105,0.15,0.132,0.133,-31,0,-8.4,5.8,-0.1,200
2007,Jason Marquis,Cubs,40,77,1,9,4,0,1.30%,31.20%,0.083,0.191,0.139,0.151,0.222,0.162,-18,0,-11.8,8.3,-0.1,105
2000,Hideki Irabu,Expos,11,18,0,1,1,0,0.00%,38.90%,0,0.222,0.125,0.125,0.125,0.113,-50,0,-3.7,2.1,-0.1,1255
2006,Chris Sampson,Astros,12,7,0,0,0,0,0.00%,28.60%,0,0,0,0,0,0,-100,0,-2,0.8,-0.1,2651
2004,Jeremy Bonderman,Tigers,33,7,0,0,0,0,0.00%,57.10%,0,0,0,0,0,0,-100,0,-2,0.8,-0.1,1667
2001,Octavio Dotel,Astros,61,12,0,0,0,0,0.00%,41.70%,0,0.167,0.091,0.091,0.091,0.081,-68,0,-2.6,1.3,-0.1,555
2001,Dennis Springer,Dodgers,4,7,0,0,0,0,0.00%,42.90%,0,0,0,0,0,0,-100,0,-1.9,0.8,-0.1,672
2001,Ramon Ortiz,Angels,32,7,0,0,0,0,0.00%,28.60%,0,0,0,0,0,0,-100,0,-1.9,0.8,-0.1,27
2006,Alay Soler,Mets,8,15,0,0,0,0,0.00%,40.00%,0,0.2,0.091,0.091,0.091,0.081,-65,0,-3.2,1.8,-0.1,8542
2002,Jamey Wright,- - -,23,45,0,0,0,0,0.00%,35.60%,0.079,0.227,0.132,0.132,0.211,0.146,-21,0,-6.9,4.5,-0.1,715
2003,John Bale,Reds,10,17,0,0,0,0,0.00%,47.10%,0,0.222,0.118,0.118,0.118,0.105,-51,0,-3.3,1.8,-0.1,864
2009,Seth McClung,Brewers,41,7,0,0,0,0,0.00%,57.10%,0,0,0,0,0,0,-100,0,-1.9,0.8,-0.1,1657
2004,Greg Maddux,Cubs,34,79,0,5,5,1,1.30%,15.20%,0,0.193,0.159,0.171,0.159,0.15,-23,0.2,-12.4,8.7,-0.1,104
2003,Brian Meadows,Pirates,34,18,0,0,0,0,5.60%,33.30%,0,0.125,0.071,0.133,0.071,0.106,-49,0,-3.4,1.9,-0.1,998
2000,Orel Hershiser,Dodgers,10,7,0,0,0,0,0.00%,28.60%,0,0,0,0,0,0,-100,0,-2.1,0.8,-0.1,1005741
2000,Pat Hentgen,Cardinals,33,72,0,4,0,0,5.60%,23.60%,0,0.186,0.133,0.188,0.133,0.158,-20,0,-11.7,8.3,-0.1,145
2006,Matt Belisle,Reds,30,7,0,0,0,0,0.00%,28.60%,0,0,0,0,0,0,-100,0,-2,0.8,-0.1,1837
2009,Tyler Clippard,Nationals,41,7,0,0,0,0,0.00%,57.10%,0,0,0,0,0,0,-100,0,-1.9,0.8,-0.1,5640
2007,Jeremy Guthrie,Orioles,32,7,0,0,0,0,0.00%,57.10%,0,0,0,0,0,0,-100,0,-2,0.8,-0.1,2072
2004,Tyler Walker,Giants,52,7,0,0,0,0,0.00%,71.40%,0,0,0,0,0,0,-100,0,-2,0.8,-0.1,901
2009,Antonio Bastardo,Phillies,6,7,0,0,0,0,0.00%,42.90%,0,0,0,0,0,0,-100,0,-1.9,0.8,-0.1,8844
2006,Sean Marshall,Cubs,24,43,1,3,2,0,0.00%,44.20%,0.075,0.2,0.125,0.125,0.2,0.138,-34,0,-7.5,5.1,-0.1,5905
2004,T.J. Tucker,Expos,54,12,0,1,0,0,0.00%,33.30%,0,0.125,0.083,0.083,0.083,0.074,-75,0,-2.7,1.3,-0.1,800
2005,Carl Pavano,Yankees,17,7,0,0,0,0,0.00%,57.10%,0,0,0,0,0,0,-100,0,-1.9,0.7,-0.1,790
2009,Justin Lehr,Reds,11,28,0,1,1,0,3.60%,28.60%,0.045,0.143,0.091,0.13,0.136,0.124,-42,0,-4.9,3,-0.1,2163
2008,Ross Ohlendorf,- - -,30,7,0,0,0,0,0.00%,28.60%,0,0,0,0,0,0,-100,0,-1.9,0.7,-0.1,8268
2007,Ubaldo Jimenez,Rockies,15,31,0,0,0,0,9.70%,19.40%,0,0.111,0.083,0.185,0.083,0.145,-32,0,-5.3,3.3,-0.1,3374
2007,Steve Trachsel,- - -,29,12,0,0,0,0,0.00%,33.30%,0,0.125,0.083,0.083,0.083,0.075,-65,0,-2.7,1.3,-0.1,898
2008,Oliver Perez,Mets,34,67,0,2,3,1,6.00%,34.30%,0.018,0.182,0.107,0.167,0.125,0.143,-24,0.2,-10.2,7.1,-0.1,1514
2005,Brad Radke,Twins,31,7,0,0,0,0,0.00%,28.60%,0,0,0,0,0,0,-100,0,-1.9,0.7,-0.1,748
2007,Derek Lowe,Dodgers,33,71,0,2,1,0,7.00%,23.90%,0,0.163,0.119,0.185,0.119,0.151,-19,0,-11,7.7,-0.1,199
2009,Mitchell Boggs,Cardinals,16,17,0,1,0,0,0.00%,35.30%,0.071,0.125,0.071,0.071,0.143,0.09,-60,0,-3.3,1.8,-0.1,3344
2004,Gary Glover,Brewers,4,7,0,0,0,0,0.00%,57.10%,0,0,0,0,0,0,-100,0,-2,0.8,-0.1,234
2004,Jorge de la Rosa,Brewers,5,7,0,0,0,0,0.00%,85.70%,0,0,0,0,0,0,-100,0,-2,0.8,-0.1,2047
2005,Gary Majewski,Nationals,79,7,0,0,0,0,0.00%,42.90%,0,0,0,0,0,0,-100,0,-1.9,0.7,-0.1,2131
2002,Ramon Ortiz,Angels,32,7,0,0,0,0,0.00%,42.90%,0,0,0,0,0,0,-100,0,-1.9,0.7,-0.1,27
2003,Bartolo Colon,White Sox,34,7,0,0,0,0,0.00%,42.90%,0,0,0,0,0,0,-100,0,-2,0.7,-0.1,375
2002,Nick Neugebauer,Brewers,12,20,0,0,1,0,0.00%,20.00%,0.053,0.133,0.105,0.105,0.158,0.113,-45,0,-3.6,2,-0.1,698
2004,Bronson Arroyo,Red Sox,32,7,0,0,0,0,0.00%,71.40%,0,0,0,0,0,0,-100,0,-2,0.8,-0.1,978
2007,Javier Vazquez,White Sox,32,7,0,0,0,0,0.00%,28.60%,0,0,0,0,0,0,-100,0,-2,0.8,-0.1,801
2008,Josh Beckett,Red Sox,27,7,0,0,0,0,0.00%,42.90%,0,0,0,0,0,0,-100,0,-1.9,0.7,-0.1,510
2009,Brad Thompson,Cardinals,32,14,0,0,0,0,0.00%,50.00%,0,0.2,0.083,0.083,0.083,0.075,-70,0,-2.9,1.5,-0.1,4911
2007,Juan Gutierrez,Astros,7,7,0,1,0,0,0.00%,57.10%,0,0,0,0,0,0,-100,0,-2,0.8,-0.1,3265
2000,Reid Cornelius,Marlins,23,41,0,1,1,0,0.00%,29.30%,0.054,0.2,0.135,0.135,0.189,0.14,-28,0,-7.2,4.7,-0.1,1002634
2008,Ryan Tucker,Marlins,13,7,0,0,0,0,0.00%,57.10%,0,0,0,0,0,0,-100,0,-1.9,0.7,-0.1,1062
2003,Pedro Astacio,Mets,7,14,0,1,0,0,0.00%,14.30%,0,0.111,0.091,0.091,0.091,0.081,-63,0,-2.9,1.5,-0.1,862
2008,Wil Ledezma,Padres,25,13,0,1,0,0,7.70%,46.20%,0,0,0,0.091,0,0.064,-70,0,-2.8,1.4,-0.1,1669
2007,Ricky Nolasco,Marlins,5,7,0,0,0,0,0.00%,42.90%,0,0,0,0,0,0,-100,0,-2,0.8,-0.1,3830
2001,Will Cunnane,Brewers,32,7,0,0,0,0,0.00%,14.30%,0,0,0,0,0,0,-100,0,-2,0.8,-0.1,274
2003,Nelson Figueroa,Pirates,12,7,0,0,0,0,0.00%,57.10%,0,0,0,0,0,0,-100,0,-2,0.7,-0.1,683
2000,Albie Lopez,Devil Rays,45,7,0,0,0,0,0.00%,71.40%,0,0,0,0,0,0,-100,0,-2.1,0.8,-0.1,102
2006,Lance Cormier,Braves,29,14,0,0,0,0,0.00%,28.60%,0,0.125,0.083,0.083,0.083,0.074,-72,0,-3.2,1.7,-0.1,4346
2008,Joel Pineiro,Cardinals,31,57,0,3,4,0,5.30%,61.40%,0.059,0.313,0.098,0.148,0.157,0.143,-24,0,-8.9,6,-0.1,1094
2002,Jose Rijo,Reds,31,19,0,0,0,0,0.00%,36.80%,0,0.222,0.125,0.125,0.125,0.112,-48,0,-3.5,1.9,-0.1,349
2003,Brian Reith,Reds,42,7,0,0,0,0,0.00%,57.10%,0,0,0,0,0,0,-100,0,-2,0.7,-0.1,347
2003,Dan Serafini,Reds,11,7,0,0,0,0,0.00%,28.60%,0,0,0,0,0,0,-100,0,-2,0.7,-0.1,1812
2005,Jeff Francis,Rockies,33,71,0,7,4,0,9.90%,38.00%,0.034,0.194,0.103,0.2,0.138,0.169,-18,0,-10.5,7.2,-0.1,4684
2000,Kelvim Escobar,Blue Jays,43,7,0,0,0,0,0.00%,57.10%,0,0,0,0,0,0,-100,0,-2.1,0.8,-0.1,1298
2000,Julio Santana,Expos,36,7,0,0,0,0,0.00%,57.10%,0,0,0,0,0,0,-100,0,-2.1,0.8,-0.1,496
2002,Julian Tavarez,Marlins,29,47,0,3,4,0,4.30%,36.20%,0,0.217,0.125,0.167,0.125,0.14,-23,0,-7.2,4.7,-0.1,541
2000,Chuck Finley,Indians,34,7,0,0,0,0,0.00%,57.10%,0,0,0,0,0,0,-100,0,-2.1,0.8,-0.1,384
2000,Eric Gagne,Dodgers,20,34,0,1,0,0,0.00%,14.70%,0,0.174,0.143,0.143,0.143,0.129,-33,0,-6.2,3.9,-0.1,650
2008,Rich Hill,Cubs,5,7,0,0,0,0,0.00%,28.60%,0,0,0,0,0,0,-100,0,-2,0.7,-0.1,4806
2007,Joel Pineiro,Cardinals,14,24,0,2,0,0,8.30%,54.20%,0,0.2,0.056,0.15,0.056,0.116,-41,0,-4.4,2.6,-0.1,1094
2005,Woody Williams,Padres,30,55,0,3,3,1,0.00%,34.50%,0,0.25,0.152,0.149,0.152,0.133,-24,0.2,-8.4,5.6,-0.1,1190
2002,Tomo Ohka,Expos,32,67,0,3,2,0,6.00%,41.80%,0.018,0.25,0.127,0.183,0.145,0.157,-18,0,-9.9,6.7,-0.1,788
2007,Angel Guzman,Cubs,12,7,0,0,0,0,0.00%,28.60%,0,0,0,0,0,0,-100,0,-2,0.8,-0.1,2145
2007,Carlos Marmol,Cubs,59,7,0,0,0,0,0.00%,42.90%,0,0,0,0,0,0,-100,0,-2,0.8,-0.1,2790
2000,Osvaldo Fernandez,Reds,15,29,0,0,1,0,6.90%,34.50%,0,0.167,0.091,0.167,0.091,0.135,-37,0,-5.4,3.3,-0.1,1004000
2004,Justin Germano,Padres,7,8,0,0,0,0,0.00%,37.50%,0,0,0,0,0,0,-100,0,-2.2,0.9,-0.1,1938
2007,David Wells,- - -,29,57,0,3,1,0,0.00%,31.60%,0.019,0.229,0.151,0.151,0.17,0.142,-22,0,-9.1,6.1,-0.1,855
2009,Ryan Dempster,Cubs,31,75,0,2,5,0,5.30%,26.70%,0.016,0.182,0.125,0.176,0.141,0.152,-25,0,-11.6,8.1,-0.1,517
2005,Tony Armas Jr.,Nationals,19,34,0,1,0,0,2.90%,38.20%,0,0.211,0.125,0.152,0.125,0.129,-30,0,-5.6,3.5,-0.1,761
2000,Brian Meadows,Padres,22,44,0,2,2,0,0.00%,38.60%,0,0.261,0.15,0.15,0.15,0.135,-28,0,-7.7,5.1,-0.1,998
2006,Cory Lidle,Phillies,21,40,0,3,0,0,5.00%,35.00%,0.059,0.15,0.088,0.139,0.147,0.132,-37,0,-7.2,4.8,-0.1,926
2008,Todd Wellemeyer,Cardinals,33,72,0,2,5,0,1.40%,40.30%,0,0.3,0.155,0.167,0.155,0.146,-21,0,-11,7.6,-0.1,1709
2005,Mike Gosling,Diamondbacks,13,7,0,0,0,0,0.00%,57.10%,0,0,0,0,0,0,-100,0,-2,0.7,-0.1,2204
2002,Luther Hackman,Cardinals,43,17,0,0,0,0,5.90%,35.30%,0,0.1,0.063,0.118,0.063,0.094,-55,0,-3.3,1.7,-0.1,1155
2007,Jason Bergmann,Nationals,22,44,0,2,0,0,2.30%,38.60%,0,0.25,0.135,0.158,0.135,0.137,-27,0,-7.3,4.7,-0.1,4640
2001,Tim Hudson,Athletics,36,8,0,1,0,0,0.00%,37.50%,0,0,0,0,0,0,-100,0,-2.2,0.9,-0.1,921
2002,Jason Schmidt,Giants,29,62,0,3,2,0,3.20%,45.20%,0.036,0.25,0.125,0.155,0.161,0.144,-20,0,-9.3,6.2,-0.1,1131
2006,Edgar Gonzalez,Diamondbacks,11,13,0,0,0,0,0.00%,30.80%,0,0.111,0.077,0.077,0.077,0.068,-80,0,-3.1,1.5,-0.1,1727
2006,Dana Eveland,Brewers,9,8,0,0,0,0,0.00%,50.00%,0,0,0,0,0,0,-100,0,-2.3,1,-0.1,5508
2007,Roy Oswalt,Astros,33,79,0,2,3,0,3.80%,26.60%,0.016,0.186,0.125,0.176,0.141,0.153,-19,0,-12.2,8.5,-0.1,571
2005,Robinson Tejeda,Phillies,26,25,0,1,0,0,0.00%,36.00%,0.1,0.182,0.1,0.1,0.2,0.123,-40,0,-4.4,2.5,-0.1,2575
2003,Sterling Hitchcock,Cardinals,8,14,0,0,0,0,0.00%,35.70%,0,0.143,0.083,0.083,0.083,0.074,-68,0,-3,1.5,-0.1,824
2004,Jose Contreras,Yankees,18,8,0,0,0,0,0.00%,62.50%,0,0,0,0,0,0,-100,0,-2.2,0.9,-0.1,1660
2009,Jake Peavy,Padres,13,28,0,2,0,0,3.60%,14.30%,0,0.105,0.087,0.125,0.087,0.104,-45,0,-5,3,-0.1,1051
2003,Greg Maddux,Braves,37,78,0,2,2,0,1.30%,26.90%,0.044,0.208,0.147,0.157,0.191,0.153,-19,0,-11.9,8.3,-0.1,104
2002,Mike Bynum,Padres,14,8,0,0,0,0,0.00%,37.50%,0,0,0,0,0,0,-100,0,-2.1,0.8,-0.1,1022
2006,Jamie Moyer,- - -,33,25,0,1,1,0,4.00%,24.00%,0,0.133,0.095,0.136,0.095,0.113,-51,0,-4.9,3,-0.1,1091
2008,Ian Snell,Pirates,32,57,0,2,1,0,3.50%,31.60%,0.021,0.2,0.125,0.16,0.146,0.143,-25,0,-9,6,-0.1,2227
2009,Jonathan Sanchez,Giants,32,54,0,2,0,0,7.40%,50.00%,0,0.214,0.073,0.174,0.073,0.136,-30,0,-8.7,5.9,-0.1,7507
2008,Mitchell Boggs,Cardinals,8,8,0,0,0,0,0.00%,62.50%,0,0,0,0,0,0,-100,0,-2.2,0.8,-0.1,3344
2003,Matt Clement,Cubs,32,71,0,3,3,0,0.00%,36.60%,0.032,0.25,0.145,0.159,0.177,0.15,-20,0,-10.9,7.5,-0.1,271
2005,Cliff Lee,Indians,32,8,0,0,0,0,0.00%,25.00%,0,0,0,0,0,0,-100,0,-2.2,0.8,-0.1,1636
2008,Jason Johnson,Dodgers,16,8,0,0,0,0,0.00%,50.00%,0,0,0,0,0,0,-100,0,-2.2,0.8,-0.1,147
2008,Burke Badenhop,Marlins,13,14,0,0,0,0,0.00%,50.00%,0,0.2,0.083,0.083,0.083,0.075,-72,0,-3,1.5,-0.1,9736
2003,Andy Good,Diamondbacks,16,20,0,0,1,0,0.00%,25.00%,0,0.182,0.125,0.125,0.125,0.111,-51,0,-3.9,2.1,-0.1,1690
2000,Kyle Farnsworth,Cubs,46,16,0,0,0,0,0.00%,37.50%,0.071,0.125,0.071,0.071,0.143,0.089,-63,0,-3.6,1.8,-0.1,278
2005,Randy Johnson,Yankees,34,8,0,0,0,0,0.00%,25.00%,0,0,0,0,0,0,-100,0,-2.2,0.8,-0.1,60
2008,Chuck James,Braves,7,8,0,0,0,0,0.00%,50.00%,0,0,0,0,0,0,-100,0,-2.2,0.8,-0.1,4886
2000,Matt Herges,Dodgers,59,14,0,0,0,0,0.00%,57.10%,0,0.2,0.077,0.077,0.077,0.069,-71,0,-3.3,1.6,-0.1,780
2006,Anthony Reyes,Cardinals,18,27,0,1,0,0,0.00%,37.00%,0,0.2,0.12,0.12,0.12,0.107,-48,0,-5.2,3.2,-0.1,7105
2008,Jason Davis,Pirates,14,8,0,0,0,0,0.00%,50.00%,0,0,0,0,0,0,-100,0,-2.2,0.8,-0.1,1598
