Season,Name,Team,G,PA,HR,R,RBI,SB,BB%,K%,ISO,BABIP,AVG,OBP,SLG,wOBA,wRC+,BsR,Off,Def,WAR,playerid
2003,Kirk Rueter,Giants,27,61,0,5,3,1,3.30%,13.10%,0,0.156,0.132,0.164,0.132,0.139,-25,0.2,-9.6,6.5,-0.1,1128
2002,Justin Wayne,Marlins,5,8,0,0,0,0,0.00%,37.50%,0,0,0,0,0,0,-100,0,-2.2,0.8,-0.1,803
2003,Wes Obermueller,Brewers,12,25,0,1,1,0,0.00%,24.00%,0,0.176,0.13,0.13,0.13,0.116,-43,0,-4.6,2.7,-0.1,1637
2004,David Wells,Padres,31,69,0,2,3,0,4.30%,34.80%,0,0.182,0.105,0.164,0.105,0.134,-25,0,-11.1,7.6,-0.1,855
2003,John Patterson,Diamondbacks,16,13,0,1,1,0,0.00%,30.80%,0,0.125,0.083,0.083,0.083,0.074,-75,0,-2.9,1.4,-0.1,71
2007,Kevin Correia,Giants,59,19,0,0,0,0,5.30%,21.10%,0,0.091,0.067,0.125,0.067,0.1,-54,0,-3.8,2,-0.1,1767
2004,Tim Redding,Astros,27,30,0,1,0,0,0.00%,43.30%,0,0.25,0.138,0.138,0.138,0.123,-41,0,-5.5,3.3,-0.1,573
2006,Mark Prior,Cubs,9,14,0,0,0,0,0.00%,35.70%,0,0.125,0.077,0.077,0.077,0.068,-79,0,-3.3,1.7,-0.1,301
2002,Roy Oswalt,Astros,35,89,0,5,4,0,4.50%,29.20%,0.026,0.196,0.13,0.183,0.156,0.161,-16,0,-12.9,8.9,-0.1,571
2007,Mike Bacsik,Nationals,29,34,0,1,1,0,2.90%,17.60%,0.034,0.13,0.103,0.133,0.138,0.125,-34,0,-5.9,3.7,-0.1,863
2004,A.J. Burnett,Marlins,20,37,0,4,1,0,0.00%,29.70%,0,0.222,0.138,0.138,0.138,0.123,-36,0,-6.5,4.1,-0.1,512
2001,Jimmy Anderson,Pirates,34,69,0,2,3,0,5.80%,21.70%,0.017,0.159,0.119,0.175,0.136,0.149,-21,0,-10.9,7.5,-0.1,977
2005,Gustavo Chacin,Blue Jays,34,8,0,1,0,0,0.00%,25.00%,0,0,0,0,0,0,-100,0,-2.2,0.8,-0.1,2060
2005,Roman Colon,Braves,23,8,0,0,0,0,0.00%,62.50%,0,0,0,0,0,0,-100,0,-2.2,0.8,-0.1,2242
2005,D.J. Carrasco,Royals,21,8,0,0,0,0,0.00%,12.50%,0,0,0,0,0,0,-100,0,-2.2,0.8,-0.1,1666
2009,Brad Penny,- - -,30,21,0,0,0,0,0.00%,28.60%,0,0.154,0.105,0.105,0.105,0.094,-51,0,-4.1,2.3,-0.1,535
2009,Scott Feldman,Rangers,34,8,0,0,0,0,0.00%,12.50%,0,0,0,0,0,0,-100,0,-2.3,0.9,-0.1,6283
2005,Ian Snell,Pirates,15,8,0,0,0,0,0.00%,37.50%,0,0,0,0,0,0,-100,0,-2.2,0.8,-0.1,2227
2000,Jeff D'Amico,Brewers,23,54,1,2,2,0,5.60%,35.20%,0.091,0.12,0.091,0.146,0.182,0.149,-26,0,-9.3,6.2,-0.1,871
2000,Dave Coggin,Phillies,5,8,0,0,0,0,0.00%,50.00%,0,0,0,0,0,0,-100,0,-2.4,0.9,-0.1,951
2000,Carl Pavano,Expos,15,38,0,2,0,0,0.00%,42.10%,0.029,0.263,0.143,0.143,0.171,0.138,-33,0,-6.9,4.4,-0.1,790
2001,Justin Speier,Rockies,42,7,0,0,0,0,0.00%,28.60%,0,0,0,0,0,0,-100,0,-2.2,0.8,-0.1,451
2005,Elizardo Ramirez,Reds,6,8,0,0,0,0,0.00%,37.50%,0,0,0,0,0,0,-100,0,-2.2,0.8,-0.1,1946
2004,Vicente Padilla,Phillies,20,40,0,2,3,0,5.00%,42.50%,0,0.222,0.114,0.162,0.114,0.134,-35,0,-7,4.4,-0.1,964
2002,Aaron Cook,Rockies,9,12,0,0,1,0,0.00%,0.00%,0,0.091,0.091,0.091,0.091,0.081,-83,0,-2.7,1.2,-0.1,1571
2002,Danny Graves,Reds,69,8,0,1,0,0,0.00%,25.00%,0,0,0,0,0,0,-100,0,-2.2,0.8,-0.1,326
2002,Oliver Perez,Padres,16,33,0,1,0,0,0.00%,33.30%,0,0.211,0.133,0.133,0.133,0.119,-34,0,-5.5,3.3,-0.1,1514
2006,Mike Pelfrey,Mets,4,9,0,0,0,0,0.00%,44.40%,0,0,0,0,0,0,-100,0,-2.6,1.1,-0.1,5203
2005,Doug Davis,Brewers,35,76,0,2,3,0,1.30%,44.70%,0.068,0.256,0.137,0.149,0.205,0.154,-19,0,-11.4,7.7,-0.1,1244
2004,Brooks Kieschnick,Brewers,77,68,1,2,7,0,7.40%,23.50%,0.095,0.348,0.27,0.324,0.365,0.3,76,-1.4,-3.5,0,-0.1,389
2005,Esteban Loaiza,Nationals,34,80,0,3,4,0,0.00%,28.80%,0.027,0.235,0.162,0.162,0.189,0.154,-14,-0.4,-11.9,8.1,-0.1,1310
2005,Matt Cain,Giants,7,16,0,1,0,0,0.00%,37.50%,0.067,0.111,0.067,0.067,0.133,0.083,-64,0,-3.3,1.6,-0.1,4732
2007,Randy Johnson,Diamondbacks,10,18,0,0,0,0,5.60%,38.90%,0,0.125,0.067,0.125,0.067,0.1,-59,0,-3.7,1.9,-0.1,60
2003,Chris Capuano,Diamondbacks,9,8,0,0,0,0,0.00%,62.50%,0,0,0,0,0,0,-100,0,-2.3,0.8,-0.1,1701
2002,Brian Lawrence,Padres,35,71,0,1,6,0,7.00%,19.70%,0.032,0.122,0.095,0.162,0.127,0.141,-19,0,-10.6,7.1,-0.1,1045
2006,Oscar Villarreal,Braves,58,9,0,0,0,0,0.00%,33.30%,0,0,0,0,0,0,-100,0,-2.6,1.1,-0.1,1654
2009,Wandy Rodriguez,Astros,34,70,0,4,4,0,1.40%,27.10%,0.048,0.182,0.127,0.141,0.175,0.14,-28,0,-11,7.6,-0.1,2586
2008,Kevin Correia,Giants,25,31,0,1,2,0,3.20%,38.70%,0,0.2,0.111,0.143,0.111,0.121,-40,0,-5.5,3.3,-0.1,1767
2005,Tim Redding,Padres,9,9,0,0,0,0,0.00%,55.60%,0,0,0,0,0,0,-100,0,-2.4,0.9,-0.1,573
2000,Francisco Cordova,Pirates,18,37,0,0,3,0,5.40%,40.50%,0,0.2,0.114,0.162,0.114,0.136,-35,0,-6.8,4.3,-0.1,1002623
2004,Matt Clement,Cubs,30,61,0,2,2,0,1.60%,47.50%,0.018,0.296,0.145,0.158,0.164,0.144,-28,0,-10,6.8,-0.1,271
2001,Rick Reed,Mets,20,46,0,2,4,0,2.20%,32.60%,0.025,0.192,0.125,0.143,0.15,0.131,-28,0,-7.7,5,-0.1,750
2007,Tony Armas Jr.,Pirates,31,28,0,0,2,0,0.00%,42.90%,0.038,0.214,0.115,0.115,0.154,0.117,-42,0,-5.2,3,-0.1,761
2001,Matt Morris,Cardinals,34,85,0,5,5,0,2.40%,38.80%,0.028,0.256,0.139,0.162,0.167,0.148,-19,0,-13.2,9.2,-0.1,1172
2001,Terry Mulholland,- - -,41,9,0,0,0,0,0.00%,55.60%,0,0,0,0,0,0,-100,0,-2.5,1,-0.1,665
2009,Rodrigo Lopez,Phillies,7,9,0,0,0,0,0.00%,44.40%,0,0,0,0,0,0,-100,0,-2.5,1,-0.1,150
2008,John Smoltz,Braves,6,9,0,0,1,0,0.00%,22.20%,0,0,0,0,0,0,-100,0,-2.5,1,-0.1,115
2004,Carlos Hernandez,Astros,9,16,0,0,1,0,0.00%,25.00%,0,0.125,0.083,0.083,0.083,0.074,-73,0,-3.6,1.8,-0.1,560
2001,Carl Pavano,Expos,8,14,0,0,0,0,0.00%,35.70%,0,0.125,0.077,0.077,0.077,0.068,-77,0,-3.2,1.5,-0.1,790
2009,Charlie Morton,Pirates,18,33,0,1,1,0,0.00%,45.50%,0,0.25,0.129,0.129,0.129,0.115,-44,0,-5.9,3.6,-0.1,4676
2007,Tom Shearn,Reds,7,13,0,0,0,0,7.70%,30.80%,0,0,0,0.083,0,0.059,-84,0,-3.1,1.4,-0.1,2040
2009,Kip Wells,- - -,33,17,0,1,0,0,0.00%,23.50%,0,0.143,0.091,0.091,0.091,0.081,-72,0,-3.6,1.8,-0.1,1012
2008,J.A. Happ,Phillies,8,9,0,0,0,0,0.00%,44.40%,0,0,0,0,0,0,-100,0,-2.5,1,-0.1,7410
2006,Rich Hill,Cubs,17,34,0,0,0,0,2.90%,32.40%,0.033,0.158,0.1,0.129,0.133,0.12,-46,0,-6.5,4,-0.1,4806
2004,Joe Kennedy,Rockies,27,54,0,2,4,0,3.70%,25.90%,0.063,0.176,0.125,0.16,0.188,0.156,-31,0,-9.1,6,-0.1,1217
2005,Freddy Garcia,White Sox,33,9,0,0,0,0,0.00%,11.10%,0,0,0,0,0,0,-100,0,-2.5,0.9,-0.1,1077
2009,Kenshin Kawakami,Braves,34,49,0,0,0,0,6.10%,26.50%,0,0.143,0.098,0.159,0.098,0.13,-35,0,-8.1,5.3,-0.1,9225
2003,Salomon Torres,Pirates,43,41,0,3,1,0,4.90%,39.00%,0.063,0.125,0.063,0.143,0.125,0.132,-33,0,-7,4.3,-0.1,1628
2000,Andy Ashby,- - -,32,72,0,2,6,0,2.80%,30.60%,0,0.231,0.148,0.175,0.148,0.151,-24,0,-12.1,8.3,-0.1,637
2004,Scott Downs,Expos,12,22,0,1,0,0,4.50%,31.80%,0,0.125,0.067,0.125,0.067,0.1,-58,0,-4.5,2.4,-0.1,773
2002,Darryl Kile,Cardinals,14,26,0,0,0,0,3.80%,34.60%,0,0.154,0.091,0.13,0.091,0.108,-46,0,-4.7,2.6,-0.1,1163
2002,Jose Cabrera,Brewers,50,20,0,1,0,0,0.00%,50.00%,0,0.222,0.105,0.105,0.105,0.094,-57,0,-3.9,2,-0.1,679
2004,Jerome Williams,Giants,22,43,0,1,0,0,2.30%,32.60%,0,0.227,0.139,0.162,0.139,0.139,-28,-0.4,-7.5,4.8,-0.1,1137
2005,Ryan Dempster,Cubs,63,14,0,0,0,0,0.00%,35.70%,0,0.111,0.071,0.071,0.071,0.064,-80,0,-3.2,1.4,-0.1,517
2009,James McDonald,Dodgers,45,10,0,0,0,0,0.00%,60.00%,0,0,0,0,0,0,-100,0,-2.7,1.1,-0.1,5523
2002,Ryan Dempster,- - -,35,75,0,2,3,0,2.70%,26.70%,0.048,0.186,0.127,0.154,0.175,0.148,-20,0,-11.3,7.5,-0.1,517
2000,Ruben Quevedo,Cubs,21,31,0,1,1,0,0.00%,32.30%,0,0.2,0.133,0.133,0.133,0.12,-43,0,-6,3.6,-0.1,705
2001,Dave Williams,Pirates,22,37,0,1,2,0,0.00%,51.40%,0.059,0.267,0.118,0.118,0.176,0.125,-36,0,-6.6,4,-0.1,1013
2009,Yorman Bazardo,Astros,10,10,0,0,0,0,0.00%,30.00%,0,0,0,0,0,0,-100,0,-2.7,1.1,-0.1,3143
2007,Cole Hamels,Phillies,30,72,0,7,2,0,2.80%,36.10%,0.031,0.231,0.141,0.164,0.172,0.152,-23,0,-11.5,7.8,-0.1,4972
2004,Aaron Heilman,Mets,5,10,0,0,0,0,0.00%,30.00%,0,0,0,0,0,0,-100,0,-2.8,1.1,-0.1,1751
2005,Pedro Astacio,- - -,24,23,0,1,1,0,4.30%,21.70%,0,0.083,0.059,0.111,0.059,0.088,-52,0,-4.4,2.3,-0.1,862
2008,Claudio Vargas,Mets,11,10,0,1,0,0,0.00%,60.00%,0,0,0,0,0,0,-100,0,-2.7,1.1,-0.1,1695
2006,Clay Hensley,Padres,39,56,0,2,2,0,5.40%,50.00%,0.021,0.2,0.083,0.137,0.104,0.118,-35,0,-9.9,6.7,-0.1,4593
2005,Steve Trachsel,Mets,6,15,0,0,0,0,0.00%,46.70%,0,0.125,0.067,0.067,0.067,0.059,-78,0,-3.4,1.5,-0.1,898
2007,John Patterson,Nationals,7,10,0,0,0,0,0.00%,70.00%,0,0,0,0,0,0,-100,0,-2.8,1.1,-0.1,71
2000,Kent Bottenfield,- - -,29,20,0,3,0,0,0.00%,20.00%,0,0.154,0.118,0.118,0.118,0.106,-46,0,-4.5,2.3,-0.1,1001226
2009,Chris Volstad,Marlins,30,54,0,5,3,0,1.90%,42.60%,0.021,0.25,0.128,0.146,0.149,0.134,-35,0,-9,5.9,-0.1,9901
2003,Michael Tejera,Marlins,50,16,0,0,0,0,0.00%,6.30%,0,0.071,0.067,0.067,0.067,0.059,-76,0,-3.6,1.7,-0.1,542
2003,Jeff Fassero,Cardinals,62,10,0,0,0,0,0.00%,40.00%,0,0,0,0,0,0,-100,0,-2.8,1.1,-0.1,279
2000,Orlando Hernandez,Yankees,29,10,0,0,0,0,0.00%,70.00%,0,0,0,0,0,0,-100,0,-3,1.2,-0.1,823
2005,Hector Carrasco,Nationals,64,10,0,1,0,0,0.00%,70.00%,0,0,0,0,0,0,-100,0,-2.7,1,-0.1,1240
2006,Paul Maholm,Pirates,30,59,0,3,2,0,5.10%,52.50%,0,0.25,0.109,0.155,0.109,0.129,-35,0,-10.4,7,-0.1,8678
2002,Jeff D'Amico,Mets,29,44,0,2,0,0,4.50%,50.00%,0,0.267,0.108,0.154,0.108,0.128,-31,0,-7.2,4.4,-0.1,871
2004,Jaret Wright,Braves,32,65,1,4,4,0,3.10%,50.80%,0.07,0.217,0.105,0.136,0.175,0.139,-29,0,-10.8,7.2,-0.1,415
2004,Kris Benson,- - -,31,75,0,3,5,0,2.70%,34.70%,0,0.25,0.138,0.167,0.138,0.142,-27,0,-12.3,8.3,-0.1,982
2007,Carlos Villanueva,Brewers,59,17,0,1,0,0,0.00%,17.60%,0,0.1,0.077,0.077,0.077,0.069,-73,0,-3.8,1.8,-0.1,4138
2004,Gavin Floyd,Phillies,6,10,0,0,0,0,0.00%,50.00%,0,0,0,0,0,0,-100,0,-2.9,1.1,-0.1,3886
2007,Chad Billingsley,Dodgers,43,41,0,1,2,0,2.40%,46.30%,0.028,0.235,0.111,0.135,0.139,0.126,-35,0,-7.2,4.4,-0.1,5842
2005,Elmer Dessens,Dodgers,28,10,0,0,0,0,0.00%,60.00%,0,0,0,0,0,0,-100,0,-2.7,1,-0.1,317
2004,Tomo Ohka,Expos,15,26,0,0,0,1,3.80%,30.80%,0,0.118,0.08,0.115,0.08,0.096,-61,0.2,-5.2,2.9,-0.1,788
2006,Carlos Villanueva,Brewers,10,17,0,0,1,0,0.00%,52.90%,0,0.167,0.067,0.067,0.067,0.059,-82,0,-4,2,-0.1,4138
2009,Clayton Kershaw,Dodgers,31,59,0,2,2,0,5.10%,27.10%,0,0.156,0.104,0.157,0.104,0.129,-33,0,-9.7,6.4,-0.1,2036
2002,Garrett Stephenson,Cardinals,12,15,0,0,0,0,6.70%,53.30%,0,0,0,0.077,0,0.054,-81,0,-3.4,1.5,-0.1,1185
2009,Jose Contreras,- - -,28,10,0,0,0,0,0.00%,50.00%,0,0,0,0,0,0,-100,0,-2.8,1.1,-0.1,1660
2003,Jared Fernandez,Astros,12,10,0,1,0,0,0.00%,30.00%,0,0,0,0,0,0,-100,0,-2.8,1.1,-0.1,324
2002,Damian Moss,Braves,33,60,0,2,2,0,6.70%,40.00%,0.02,0.192,0.1,0.167,0.12,0.142,-25,0,-9.4,6,-0.1,107
2007,Wes Obermueller,Marlins,19,19,0,1,0,0,0.00%,21.10%,0.063,0.083,0.063,0.063,0.125,0.078,-68,0,-4.1,2,-0.1,1637
2004,John Patterson,Expos,19,39,0,0,1,0,2.60%,43.60%,0,0.25,0.121,0.147,0.121,0.126,-41,0,-7.1,4.3,-0.1,71
2007,Sean Marshall,Cubs,21,34,0,1,0,0,2.90%,38.20%,0.034,0.188,0.103,0.133,0.138,0.125,-41,0,-6.3,3.7,-0.1,5905
2002,Sean Lowe,- - -,51,16,0,0,0,0,0.00%,37.50%,0,0.125,0.071,0.071,0.071,0.064,-76,0,-3.6,1.6,-0.1,994
2005,Josh Fogg,Pirates,34,56,0,3,3,0,5.40%,25.00%,0.021,0.152,0.106,0.16,0.128,0.138,-27,0,-9,5.7,-0.1,989
2002,Jim Brower,- - -,52,10,0,0,0,0,0.00%,30.00%,0,0,0,0,0,0,-100,0,-2.8,1,-0.1,313
2007,Mark Redman,- - -,11,14,0,1,0,0,7.10%,28.60%,0,0,0,0.071,0,0.051,-75,0,-3.5,1.5,-0.1,491
2006,Kyle Davies,Braves,14,24,1,1,1,0,0.00%,33.30%,0.13,0,0.043,0.043,0.174,0.086,-64,0,-5.2,2.9,-0.1,3642
2004,Horacio Ramirez,Braves,11,22,0,0,1,0,0.00%,22.70%,0,0.125,0.095,0.095,0.095,0.085,-65,0,-4.7,2.4,-0.1,110
2003,Dustin Hermanson,- - -,32,15,0,0,0,0,6.70%,40.00%,0,0,0,0.083,0,0.059,-70,0,-3.6,1.6,-0.1,195
2009,Virgil Vasquez,Pirates,14,11,0,0,0,0,0.00%,36.40%,0,0,0,0,0,0,-100,0,-3,1.2,-0.1,6124
2002,Brian Anderson,Diamondbacks,37,49,0,0,2,0,0.00%,18.40%,0.07,0.147,0.116,0.136,0.186,0.142,-30,0,-8,4.9,-0.1,44
2007,Jeff Suppan,Brewers,35,75,0,4,2,0,4.00%,21.30%,0,0.178,0.131,0.172,0.131,0.145,-23,0,-12.1,8.1,-0.1,633
2007,Claudio Vargas,Brewers,29,43,0,1,0,0,0.00%,23.30%,0.026,0.179,0.132,0.132,0.158,0.127,-35,0,-7.6,4.6,-0.1,1695
2002,Jimmy Anderson,Pirates,28,47,0,1,1,0,4.30%,25.50%,0,0.167,0.119,0.159,0.119,0.133,-31,0,-7.7,4.7,-0.1,977
2007,Wandy Rodriguez,Astros,32,63,0,2,2,0,3.20%,23.80%,0.02,0.176,0.122,0.157,0.143,0.14,-27,0,-10.4,6.8,-0.1,2586
2003,Jesse Foppert,Giants,23,38,0,3,1,0,0.00%,50.00%,0.081,0.167,0.081,0.105,0.162,0.117,-39,0,-6.8,4,-0.1,1688
2005,Odalis Perez,Dodgers,19,42,0,2,0,0,2.40%,23.80%,0,0.174,0.121,0.147,0.121,0.125,-35,0,-7.1,4.3,-0.1,668
2009,Clayton Richard,- - -,39,27,0,2,2,0,0.00%,37.00%,0.043,0.143,0.087,0.083,0.13,0.09,-60,0,-5.3,2.9,-0.1,3551
2002,Rick Helling,Diamondbacks,30,61,0,3,1,0,13.10%,26.20%,0,0.067,0.043,0.2,0.043,0.148,-26,0,-9.6,6.1,-0.2,58
2002,Tim Redding,Astros,18,21,0,0,2,0,0.00%,57.10%,0,0.25,0.1,0.1,0.1,0.089,-64,0,-4.3,2.1,-0.2,573
2008,Jarrod Washburn,Mariners,30,6,0,1,0,0,0.00%,33.30%,0,0,0,0,0,0,-100,0,-1.6,-0.1,-0.2,40
2003,Doug Davis,- - -,20,22,0,0,0,0,0.00%,45.50%,0,0.182,0.095,0.095,0.095,0.085,-62,0,-4.6,2.3,-0.2,1244
2000,Todd Van Poppel,Cubs,51,11,0,0,0,0,0.00%,36.40%,0,0,0,0,0,0,-100,0,-3.3,1.3,-0.2,1284
2008,Max Scherzer,Diamondbacks,17,15,0,1,0,0,6.70%,26.70%,0,0,0,0.071,0,0.051,-92,0,-3.6,1.6,-0.2,3137
2003,Dave Burba,Brewers,17,11,0,0,0,0,0.00%,63.60%,0,0,0,0,0,0,-100,0,-3.1,1.2,-0.2,1239
2008,Scott Olsen,Marlins,34,73,0,1,3,0,4.10%,38.40%,0,0.235,0.129,0.169,0.129,0.143,-27,0,-11.6,7.7,-0.2,4529
2006,Brandon Claussen,Reds,14,24,0,1,1,0,0.00%,45.80%,0,0.2,0.095,0.095,0.095,0.085,-67,0,-5.3,2.9,-0.2,814
2004,Randy Johnson,Diamondbacks,35,87,0,1,6,0,4.60%,42.50%,0.038,0.233,0.125,0.167,0.163,0.152,-26,0,-14.1,9.6,-0.2,60
2003,Jose Acevedo,Reds,5,11,0,0,0,0,0.00%,45.50%,0,0,0,0,0,0,-100,0,-3.1,1.2,-0.2,307
2004,Steve Sparks,Diamondbacks,29,32,0,0,1,0,0.00%,43.80%,0,0.235,0.129,0.129,0.129,0.115,-51,0,-6.2,3.5,-0.2,499
2009,Randy Johnson,Giants,22,28,0,1,0,0,3.60%,57.10%,0,0.2,0.077,0.111,0.077,0.092,-59,0,-5.5,3,-0.2,60
2007,Dave Bush,Brewers,34,62,0,2,2,0,0.00%,17.70%,0.036,0.159,0.127,0.143,0.164,0.138,-28,0,-10.3,6.7,-0.2,4635
2006,Jason Jennings,Rockies,32,75,0,3,2,0,4.00%,16.00%,0.016,0.16,0.129,0.169,0.145,0.148,-33,0,-13.1,8.9,-0.2,434
2001,Bobby Munoz,Expos,15,11,0,0,0,0,0.00%,54.50%,0,0,0,0,0,0,-100,0,-3.2,1.2,-0.2,1009326
2007,Buddy Carlyle,Braves,22,43,0,4,3,0,0.00%,27.90%,0,0.208,0.139,0.139,0.139,0.124,-37,0,-7.7,4.6,-0.2,2010
2000,Steve Woodard,Brewers,27,26,0,0,2,0,3.80%,23.10%,0,0.063,0.045,0.125,0.045,0.099,-58,0,-5.6,3,-0.2,1285
2000,John Snyder,Brewers,24,42,0,1,0,0,4.80%,16.70%,0.026,0.097,0.079,0.146,0.105,0.128,-40,0,-8,4.8,-0.2,1012253
2007,Oliver Perez,Mets,29,62,0,6,1,0,0.00%,24.20%,0,0.22,0.161,0.161,0.161,0.144,-23,-0.5,-10.4,6.7,-0.2,1514
2009,Todd Wellemeyer,Cardinals,30,45,0,1,0,0,0.00%,35.60%,0,0.217,0.128,0.128,0.128,0.115,-43,0,-7.9,4.9,-0.2,1709
2006,Josh Johnson,Marlins,31,49,0,1,3,0,2.00%,46.90%,0.048,0.211,0.095,0.116,0.143,0.116,-43,0,-9.2,5.8,-0.2,4567
2001,Lance Davis,Reds,21,37,0,3,2,0,0.00%,40.50%,0.03,0.222,0.121,0.121,0.152,0.118,-42,0,-6.9,4,-0.2,1003065
2004,Dustin Hermanson,Giants,47,37,0,2,1,0,0.00%,32.40%,0,0.167,0.1,0.129,0.1,0.11,-47,0,-7,4.1,-0.2,195
2000,Andy Benes,Cardinals,30,60,1,1,1,0,6.70%,31.70%,0.06,0.1,0.08,0.148,0.14,0.14,-32,0,-10.7,6.9,-0.2,1144
2006,Juan Cruz,Diamondbacks,31,26,0,0,0,0,11.50%,34.60%,0,0,0,0.125,0,0.089,-67,0,-5.7,3.1,-0.2,273
2002,Nelson Cruz,Astros,43,16,0,0,1,0,6.30%,50.00%,0,0,0,0.071,0,0.05,-89,0,-3.8,1.6,-0.2,554
2001,Tony Armas Jr.,Expos,34,59,0,2,4,0,0.00%,28.80%,0.019,0.222,0.151,0.151,0.17,0.141,-30,0,-10,6.4,-0.2,761
2009,Mike Pelfrey,Mets,31,61,0,4,4,0,3.30%,19.70%,0.019,0.122,0.096,0.143,0.115,0.125,-36,0,-10.3,6.6,-0.2,5203
2002,Brian Moehler,Reds,10,16,0,0,0,0,6.30%,25.00%,0,0,0,0.067,0,0.047,-90,0,-3.8,1.6,-0.2,480
2006,Mark Hendrickson,Dodgers,18,23,0,1,0,0,8.70%,60.90%,0,0,0,0.095,0,0.067,-75,0,-5.3,2.7,-0.2,1574
2001,Jose Acevedo,Reds,18,36,0,1,1,0,0.00%,50.00%,0.029,0.25,0.118,0.118,0.147,0.115,-45,0,-6.8,3.9,-0.2,307
2006,Anibal Sanchez,Marlins,18,38,0,1,2,0,0.00%,36.80%,0,0.19,0.114,0.114,0.114,0.102,-52,0,-7.6,4.5,-0.2,3284
2001,Junior Herndon,Padres,12,13,0,0,0,0,0.00%,84.60%,0,0,0,0,0,0,-100,0,-3.6,1.4,-0.2,1005716
2005,Aaron Heilman,Mets,53,17,0,0,0,0,5.90%,41.20%,0,0,0,0.067,0,0.047,-86,0,-4,1.7,-0.2,1751
2001,Chris Reitsma,Reds,38,58,0,3,1,0,3.40%,41.40%,0.021,0.208,0.104,0.157,0.125,0.136,-31,0,-9.9,6.3,-0.2,348
2008,Wandy Rodriguez,Astros,25,45,0,3,1,0,0.00%,24.40%,0.024,0.167,0.122,0.122,0.146,0.118,-40,0,-7.9,4.8,-0.2,2586
2004,Odalis Perez,Dodgers,31,70,0,5,2,0,2.90%,24.30%,0.032,0.156,0.113,0.141,0.145,0.131,-32,0,-11.9,7.7,-0.2,668
2002,Masato Yoshii,Expos,31,44,0,2,0,0,6.80%,29.50%,0.029,0.091,0.057,0.154,0.086,0.128,-38,0,-7.6,4.4,-0.2,807
2009,Edinson Volquez,Reds,9,19,0,0,0,0,0.00%,42.10%,0,0.125,0.063,0.063,0.063,0.056,-88,0,-4.4,2.1,-0.2,3990
2009,Kris Medlen,Braves,39,13,0,0,0,0,0.00%,53.80%,0,0,0,0,0,0,-100,0,-3.5,1.4,-0.2,9417
2001,Scott Elarton,- - -,24,47,0,1,2,0,2.10%,21.30%,0,0.107,0.079,0.167,0.079,0.133,-37,0,-8.4,5.1,-0.2,426
2005,Ryan Drese,- - -,24,20,0,0,0,0,0.00%,55.00%,0,0.25,0.067,0.067,0.067,0.059,-75,0,-4.4,2,-0.2,379
2001,Osvaldo Fernandez,Reds,20,23,0,1,0,0,4.30%,34.80%,0,0.091,0.053,0.1,0.053,0.08,-67,0,-5,2.5,-0.2,1004000
2000,Scott Downs,- - -,19,34,0,2,1,0,5.90%,29.40%,0,0.111,0.071,0.133,0.071,0.108,-49,0,-7,3.9,-0.2,773
2003,Jae Seo,Mets,35,58,0,3,0,0,5.20%,32.80%,0.02,0.156,0.098,0.148,0.118,0.128,-32,0,-9.8,6.1,-0.2,895
2009,Burke Badenhop,Marlins,35,13,0,0,1,0,0.00%,38.50%,0,0,0,0,0,0,-100,0,-3.6,1.4,-0.2,9736
2007,Lance Cormier,Braves,10,17,0,0,0,0,5.90%,41.20%,0,0,0,0.059,0,0.042,-91,0,-4.2,1.8,-0.2,4346
2005,Victor Zambrano,Mets,31,58,0,2,2,0,0.00%,37.90%,0.038,0.226,0.132,0.132,0.17,0.131,-31,0,-9.6,5.9,-0.2,1237
2001,Rick Ankiel,Cardinals,6,10,0,1,0,0,10.00%,50.00%,0,0,0,0.111,0,0.078,-65,0,-2.1,0,-0.2,1142
2009,Mat Latos,Padres,10,21,0,0,0,0,0.00%,42.90%,0,0.1,0.053,0.053,0.053,0.047,-83,0,-4.7,2.3,-0.2,3815
2003,Aaron Harang,- - -,16,18,0,0,0,0,0.00%,66.70%,0,0.167,0.056,0.056,0.056,0.05,-86,0,-4.3,1.9,-0.2,1451
2008,Rich Harden,- - -,25,31,0,1,1,0,0.00%,41.90%,0,0.214,0.111,0.111,0.111,0.1,-57,0,-6.1,3.3,-0.2,1772
2000,Jimmy Haynes,Brewers,33,70,0,3,4,0,1.40%,42.90%,0.063,0.235,0.125,0.138,0.188,0.143,-30,0,-12.4,8.1,-0.2,329
2008,Jorge de la Rosa,Rockies,28,45,0,2,6,0,0.00%,31.10%,0,0.222,0.15,0.146,0.15,0.131,-42,0,-8,4.8,-0.2,2047
2005,Mark Redman,Pirates,30,60,0,1,2,0,5.00%,35.00%,0,0.188,0.113,0.161,0.113,0.133,-31,0,-9.9,6.1,-0.2,491
2006,Derek Lowe,Dodgers,35,79,0,5,3,0,5.10%,24.10%,0.031,0.13,0.094,0.145,0.125,0.129,-35,0,-13.9,9.4,-0.2,199
2009,Ross Detwiler,Nationals,15,19,0,1,1,0,0.00%,63.20%,0,0.143,0.053,0.053,0.053,0.047,-92,0,-4.5,2.1,-0.2,2859
2003,Aaron Heilman,Mets,14,23,0,1,1,0,4.30%,56.50%,0,0.111,0.045,0.087,0.045,0.069,-70,0,-5,2.4,-0.2,1751
